id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
15995	Yelp	SearchByReviewCountInLocation	i want to eat something good in artois popular restaurant	chcę zjeść coś dobrego w popularnej restauracji artois	1
13268	Websearch	SearchImagesOnEngine	i want pizza hut menu images	chcę zdjęcia z menu pizzy hut	1
13262	Websearch	SearchImagesOnEngine	display images matching earl sweatshirt	pokaż obrazki pasujące do włosów	0
13263	Websearch	SearchImagesOnEngine	show me images matching slope formula	pokaż mi obrazki pasujące do formuli slacku	0
13260	Websearch	SearchImagesOnEngine	search for images matching atari breakout	szukaj obrazów pasujących do atari breakout	1
13258	Websearch	SearchImagesOnEngine	find joker images images	znajdź obrazki jokera	1
13264	Websearch	SearchImagesOnEngine	show me qr code images	pokaż mi zdjęcia z kodu qr	0
13266	Websearch	SearchImagesOnEngine	i want running memimages	chcę uruchomić memimages	0
13267	Websearch	SearchImagesOnEngine	i want running meme images	chcę uruchomić obrazki meme	0
13261	Websearch	SearchImagesOnEngine	search for heisenberg images	szukaj zdjęć heisenberg	1
13259	Websearch	SearchImagesOnEngine	find mike trout images	znajdź mi obrazy michała trout	0
14998	Websearch	SearchImagesWithTextOnEngine	find gordon ramsay images using google	znajdź zdjęcia gordon ramsay na google	1
15038	Websearch	SearchImagesWithTextOnEngine	i want aesthetic wallpaper images with duckduckgo	chcę zdjęcia z tapetami na duckduckgo	0
15032	Websearch	SearchImagesWithTextOnEngine	i want steven universe images on google	chcę zobaczyć zdjęcia z wszechświata na google	0
15009	Websearch	SearchImagesWithTextOnEngine	search for south of france haircut images using google	wyszukaj południowe zdjęcia fryzjera france na google	0
14994	Websearch	SearchImagesWithTextOnEngine	find pictures matching burito hat from duckduckgo	znajdź zdjęcia pasujące do burito hat z duckduckgo	1
14997	Websearch	SearchImagesWithTextOnEngine	find nebulae images using bing	znajdź obrazki nebulae w bing	1
15037	Websearch	SearchImagesWithTextOnEngine	i want easter images images with google	chcę zdjęcia wielkanocne z google	1
15021	Websearch	SearchImagesWithTextOnEngine	show me pictures matching yolo from bing	pokaż mi zdjęcia pasujące do yolo w bing	1
15034	Websearch	SearchImagesWithTextOnEngine	i want minecraft castle images using google	chcę obrazki minecraft castle przy użyciu google	0
14999	Websearch	SearchImagesWithTextOnEngine	fine people of walmort images using to conptue	fine people of walmort images using conptue	0
14587	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	find ipad mini 4 images on bing of size 800 x 600	znajdź mi zdjęcia z ipad mini 4 z rozmiarem 800 x 600	1
14684	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	search for nebulae images on duckduckgo of size 800 on 600	szukaj obrazów nebulae na duckduckgo of size 800 on 600	0
14785	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	display big bang theory images with duckduckgo of size 800 on 600	pokaż zdjęcia z teorią big bang z duckduckgo z rozmiarem 800 na 600	0
14735	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	display images matching kate moss on bing with size 800 on 600	pokaż obrazki pasujące do kate moss na bing z rozmiarem 800 na 600	1
14661	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	search for images matching joker images using google of size 800 x 600	wyszukaj obrazki pasujące do obrazków jokera z google of size 800 x 600	0
14669	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	search for images matching trippy drawings with bing of size 800 x 600	szukaj obrazów pasujących do rysunków trippy z bingami o rozmiarze 800 x 600	0
14880	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	i want high scalability images on bing of size 800 x 600	chcę mieć duże rozmiarze obrazków na bing z rozmiarem 800 x 600	0
14892	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	i want gap clothes images using google with size 800 x 600	chcę usunąć obrazki odzieży za pomocą google z rozmiarem 800 x 600	0
14775	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	display happy new year 2020 image images using google with size 800 on 600	pokaż szczęśliwego nowego roku 2020 zdjęcia z google z rozmiarem 800 na 600	0
14693	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	search for bed bugs bites images with google with size 800 x 600	wyszukaj bity obrazów z google o rozmiarze 800 x 600	0
13849	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	search for images matching game using google larger 800 x 600	szukaj gry które pasuje do obrazków przy użyciu google larger 800 x 600	0
13276	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	find miss france 2020 images on duckduckgo taller 800 x 600	znajdź zdjęcia miss france 2020 na duckduckgo taller 800 x 600	0
13772	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	search for easter images images on duckduckgo wider 800 on 600	szukaj obrazków wielkanocnych na duckduckgo wider 800 na 600	0
13861	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	search for images matching inflight vr with bing wider 800 x 600	szukaj obrazów pasujących do plików inflight vr z bing wider 800 x 600	0
14126	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me burito hat images using google smaller 800	pokaż mi zdjęcia burito hat przy użyciu google smaller 800	0
13706	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	search for images matching wallpaper free fire on bing larger 800 x 600	szukaj obrazów pasujących do tapet bez ognia na bing larger 800 x 600	0
13765	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	search for pomsky images on google wider 800 on 600	wyszukaj zdjęcia pomsky na google wider 800 na 600	0
13834	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	search for images matching biométrie ios on duckduckgo larger 800 on 600	szukaj obrazów pasujących do biomaterii ios na duckduckgo larger 800 on 600	0
14346	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	give me images similiar to drake quotes with bing smaller 800 on 600	daj mi zdjęcia podobne do cytatów drake z bing mniej niż 800 na 600	0
13511	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	find images matching rode disland on gugle larger eight hundred	znajdź zdjęcia pasujące do rode disland na gugle większej niż osiemset	0
16030	Yelp	SearchInLocation	show restaurants around regan	pokaż restauracje w okolicy regan	1
16034	Yelp	SearchInLocation	display restaurants near pecatonica	wyświetl restauracje w pobliżu pecatonica	1
16029	Yelp	SearchInLocation	find restaurants near maskell	znajdź restauracje w okolicy maskell	1
16033	Yelp	SearchInLocation	search for restaurants near ansted	wyszukaj restauracje w pobliżu	0
16039	Yelp	SearchInLocation	list all restaurant in tacna	wymień wszystkie restauracje w tacna	1
16042	Yelp	SearchInLocation	list some restaurant in ironia	wymień restauracje w ironii	0
16037	Yelp	SearchInLocation	tell me what's the best restaurant in lopez	powiedz która jest najlepsza restauracja w lopez	1
16035	Yelp	SearchInLocation	yelp restaurants around san jose	yelp restauracje w okolicy san jose	1
16041	Yelp	SearchInLocation	list some restaurants in aldrich	wymień restauracje w aldrich	0
16028	Yelp	SearchInLocation	find restaurants around francitas	znajdź restauracje w okolicy francitas	1
15660	Wikipedia	SearchQuery	search for mahabharata in wiki	wyszukaj mahabharata na wiki	1
15685	Wikipedia	SearchQuery	show me jeta forlocus matching on wicapedia	pokaż mi co pasuje do jeta na wicapedia	0
15702	Wikipedia	SearchQuery	i want to learn about george vi something new	chcę się dowiedzieć czegoś nowego o george'u vi	1
15686	Wikipedia	SearchQuery	show me jennifer lopez matching on wikipedia	pokaż mi jennifer lopez pasujący do wikipedii	0
15649	Wikipedia	SearchQuery	find mariah carey in wiki	poszukaj mariah carey na wiki	1
15695	Wikipedia	SearchQuery	i need to learn about james deen something	muszę się dowiedzieć czegoś o jamesie deen	1
15657	Wikipedia	SearchQuery	find toronto definition in wikipedia	poszukaj tego w wikipedii	0
15689	Wikipedia	SearchQuery	show me juventus f.c. matching in wiki	pokaż mi pasujące do m. f. c. w wiki	0
15680	Wikipedia	SearchQuery	give me charlie sheen matching on wikipedia	daj mi charlie sheen pasujące do wikipedii	0
15679	Wikipedia	SearchQuery	browse iliad definition in wikipedia	przeglądaj tę definicję na wikipedii	0
16071	Yelp	SearchRestaurant	search for restaurants around here using yelp	wyszukaj restauracje na yelpie	0
16050	Yelp	SearchRestaurant	find closest restaurant nearby on yelp	znajdź jedzenie w pobliżu	0
16077	Yelp	SearchRestaurant	display restaurant around here on yelp	pokaż restauracje na yelpie	0
16070	Yelp	SearchRestaurant	search for restaurants around here on yelp	wyszukaj restauracje na yelpie	0
16076	Yelp	SearchRestaurant	display restaurant nearby using yelp	pokaż jedzenie w pobliżu	0
16069	Yelp	SearchRestaurant	search for restaurants nearby using yelp	wyszukaj restauracje na yelpie	0
16054	Yelp	SearchRestaurant	find closest restaurants nearby on yelp	odnajdź restauracje na yelpie	0
16062	Yelp	SearchRestaurant	find nearest restaurants on yelp	znajdź jedzenie w pobliżu	0
16083	Yelp	SearchRestaurant	i want to eat tasty food	chcę zjeść smaczne jedzenie	1
16080	Yelp	SearchRestaurant	display restaurants around here on yelp	wyświetl restauracje na yelpie	0
15135	Websearch	SearchText	look for weightloss in internet	poszukaj weightloss w internecie	1
15151	Websearch	SearchText	display redbox in internet	pokaż czerwoną skrzynkę w internecie	1
15147	Websearch	SearchText	seek for project free tv in the internet	szukaj darmowej telewizji w internecie	0
15126	Websearch	SearchText	search for asian visa details in web	wyszukaj w sieci informacje o wizycie azjatyckim	0
15143	Websearch	SearchText	find web sites matching i need a navigation app	znajdź strony internetowe które pasuje do aplikacji nawigacyjnej	0
15140	Websearch	SearchText	show me oven with delivery in internet	pokaż piekarnik z dostawą w internecie	1
15145	Websearch	SearchText	seek for nick torfaenmp on the internet	szukaj nick torfaenmp w internecie	1
15148	Websearch	SearchText	display banding doctors pay on the web	pokaż lekarze którzy płacą w sieci	0
15130	Websearch	SearchText	find sarah sparks, indiana in internet	znajdź sarah sparksa, indiana w internecie	1
15141	Websearch	SearchText	show me liga mx in the web	pokaż mi liga mx w sieci	1
15073	Websearch	SearchTextOnEngine	find nails near me using google	poszukaj paznokci w google	0
15064	Websearch	SearchTextOnEngine	search for acute shoulder pain locator with bing	szukaj ostrego wykrywacza bólu w ramieniu	0
15086	Websearch	SearchTextOnEngine	show best nyc italian restaurant on google	pokaż najlepsze restauracje w okolicy	0
15053	Websearch	SearchTextOnEngine	bing github	bing github	1
15066	Websearch	SearchTextOnEngine	search for ffmpeg how to convert mp3 to wav with duckduckgo	szukaj dla ffmpeg jak konwertować mp3 na wav z duckduckgo	0
15079	Websearch	SearchTextOnEngine	show me baked ziti recipe on google	wyświetl przepis na baked ziti na google	0
15116	Websearch	SearchTextOnEngine	look for insanity workout using bing	poszukaj ćwiczeń na bing	0
15097	Websearch	SearchTextOnEngine	show me packaged goods with google	pokaż mi spakowane produkty z google	1
15061	Websearch	SearchTextOnEngine	search for barnes and noble using bing	szukaj barnes i noble	0
15112	Websearch	SearchTextOnEngine	look for goalsetting app with duckduckgo	poszukaj aplikacji do celowania na duckduckgo	0
10015	Spotify	SeekByTime	go 30 seconds ahead	przejdź o 30 sekund w przód	1
10011	Spotify	SeekByTime	skip ahead 30 seconds	pomiń do przodu 30 sekund	0
10017	Spotify	SeekByTime	play 5 seconds later	graj 5 sekund później	1
10013	Spotify	SeekByTime	go 5 seconds ahead	przejdź o 5 sekund w przód	1
10016	Spotify	SeekByTime	play 3 seconds later	graj 3 sekund później	0
10006	Spotify	SeekByTime	seek 30 seconds	30 sekund	0
10012	Spotify	SeekByTime	go 3 seconds ahead	przejdź o 3 sekund w przód	0
10009	Spotify	SeekByTime	skip ahead 3 seconds	pomiń do przodu 3 sekund	0
10008	Spotify	SeekByTime	seek 30 seconds ahead	wyszukaj 30 sekund w przód	0
10010	Spotify	SeekByTime	skip ahead 5 seconds	pomiń 5 sekund w przód	0
6565	Email	SendEmail	dictate new email	podyktuj nowy email	1
6561	Email	SendEmail	add email and send it	dodaj email i wyślij go	1
6559	Email	SendEmail	create an email and send it to somebody	utwórz nowy email	0
6569	Email	SendEmail	start new email message	zacznij nową wiadomość	0
6545	Email	SendEmail	send an email to somebody	wyślij email	0
6566	Email	SendEmail	dictate new email and send it	podyktuj nowy email i wyślij go	1
6556	Email	SendEmail	write an email to somebody	napisz email	0
6544	Email	SendEmail	send new email somewhere	wyślij email	0
6546	Email	SendEmail	send an email somewhere	wyślij email	0
6567	Email	SendEmail	start an email message	zacznij wiadomość email	1
6505	Email	SendEmailToAddress	email to hugo@cpuc.ca.gov with gmail	napisz mail do hugo@cpuc.ca.gov	0
6525	Email	SendEmailToAddress	dictate new email to my contact kenneth locy	podyktuj nowy email do moich kontaktów kenneth locy	0
6461	Email	SendEmailToAddress	send the new email to charlee using my gamil	wyślij email do charlee używając mojej gamila	1
6464	Email	SendEmailToAddress	create email and send it to lily	utwórz email i wyślij go do lily	1
6446	Email	SendEmailToAddress	send an new email to gui using my gamil	wyślij email do gui używając mojej gamil	1
6501	Email	SendEmailToAddress	email to leonard	napisz maila do leonarda	1
6422	Email	SendEmailToAddress	send email to susy@gmail.com using my gmail	wyślij email do susy@gmail.com	0
6447	Email	SendEmailToAddress	send an new email to kristi anderson using my gamil	wyślij email do kristi anderson używając mojej gamil	1
6527	Email	SendEmailToAddress	draft email to harriet	napisz maila do harriet	0
6496	Email	SendEmailToAddress	compose an email to laura	stwórz email do laura	1
6408	Email	SendEmailToAddressWithSubject	start an email re: are not dealing with bidder d to carmel@yahoo.com	zacznij maila z re: nie obchodzi się z dostawcą d do carmel@yahoo.com	0
6330	Email	SendEmailToAddressWithSubject	send an email to karli with a subject re: american wireless spectrum	wyślij email do karli o temacie <a>amerykański spectrum bezprzewodowy<a>	0
6371	Email	SendEmailToAddressWithSubject	write an email to jana@hotmail.com with a title you would like to discuss	napisz maila do jana@hotmail.com w temacie wpisując	0
6326	Email	SendEmailToAddressWithSubject	send any male to corese with a title abel to hear you in vice verse using my game	wyślij każdego mężczyzny do corese z tytułem abel aby słuchał w odwrotnej kolejności za pomocą mojej gry	0
6367	Email	SendEmailToAddressWithSubject	write an email to tracy wright with a subject his top energy price negotiator	napisz maila do tracy wright w temacie wpisując jego najwyższą cenę energetyczną	0
6343	Email	SendEmailToAddressWithSubject	create an email to ruth@socrates.berkeley.edu with a subject expressed willingness to help	stwórz email do ruth@socrates.berkeley.edu w temacie wyrażony chęć pomocy	0
6325	Email	SendEmailToAddressWithSubject	send an email to jorrie with a title would be subject to a surcharge	wyślij maila do jorrie w temacie wpisując go w wpisy powyzej	0
6415	Email	SendEmailToAddressWithSubject	start this email problems takes time to resolve to clareta@thestreet.com	rozpocznij ten problem mailowy potrzebuje czasu aby go rozwiązać clareta@thestreet.com	0
6392	Email	SendEmailToAddressWithSubject	compose an email to barbara a hueter with a subject fwd: renewable energy proposals using my gmail	stwórz email do barbara a hueter w temacie wpisując fwd: proposals for renewable energy using my gmail	0
6338	Email	SendEmailToAddressWithSubject	create an email to airla with a subject magazine at the end of april using my gmail	utwórz maila do airla w temacie wpisując dziennik na koniec kwietnia	0
6238	Email	SendEmailToAddressWithSubjectAndWithMessage	compose an email to abraham katynski with a subject and to develop partnerships saying the congestion at wheeler ridge using my gmail	stwórz email do abraham katynski o temacie i rozwijaj partnerstwa w treści pisząc o tym w powiadomień	0
6142	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a title voted to remove the board saying environmental impact report and send it to maud using my gmail	utwórz maila w temacie wpisując <a>fwd restauracje w toronto i londynie<a>	0
6261	Email	SendEmailToAddressWithSubjectAndWithMessage	email georgeta with title this benefit? let me know asap and message operator which based its rules on those of pjm interconnection	wyślij email do georgeta o temacie <a>re nie pojawia się w raporcie o obrażeniach<a>	0
6171	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a title conditioners at the same time saying implement a new area code and send it to teena@texaco.com	stwórz email do teena@texaco.com o temacie i z treścią <a>jakie mimozy<a>	0
6225	Email	SendEmailToAddressWithSubjectAndWithMessage	compose any mal to falconer with a title or other market participants with message new kinds of services to make up the money using my game	stwórz dowolne zadanie do falconera z tytułem lub innymi uczestnikami rynku i wyślij nowe usługi aby zarobić w mojej grze	0
6163	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a title fwd: those working the holidays and message flag it for your consideration and send it to starla@yahoo.com using my gmail	utwórz maila do starla@yahoo.com w temacie wpisując <a>fwd restauracje w toronto i londynie<a>	0
6280	Email	SendEmailToAddressWithSubjectAndWithMessage	email corbin.alatosse@fqnet.com with title western team let me know saying their bills through conservation	napisz mail do corbin.alatosse@fqnet.com z tematem <a>team western<a> pozwól mi powiedzieć że ich rachunki są przez zachowanie	0
6293	Email	SendEmailToAddressWithSubjectAndWithMessage	email christan with title arbor partners and edf ventures and a message when the problem was fixed	napisz mail do christana z tematem partnerstwa arbor i edf ventures i z treścią kiedy problem został rozwiązany	0
6150	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a subject anywhere but in california and a message delays to the proceedings and send it to alice@gmail.com	stwórz email do alice@gmail.com o temacie wszędzie ale w kalifornii z treścią opóźnienia	0
6037	Email	SendEmailToAddressWithSubjectAndWithMessage	send an email to timothy.j.detmering@enron.com with a subject davis as a political threat with message chairman shashi ruia told pti	wyślij email do timothy.j.detmering@enron.com o temacie davis jako zagrożenie polityczne i z treścią chairman shashi ruia powiedział pti	0
8630	Slack	SendMessageToChannel	send a message on slack to leveraged finance saying director of new media development for cox enterprises	wyślij wiadomość na slackowym kanale leveraged finance o treści <a>co to za ściema<a>	0
8616	Slack	SendMessageToChannel	post contact your hr representative to help it channel on slack	prześlij zdjęcie na kanał na slacku	0
8627	Slack	SendMessageToChannel	send on slack to sales austria channel saying more popular with municipalities	wyślij wiadomość na slackowym kanale sales austria o treści co to za wiadomość	0
8631	Slack	SendMessageToChannel	send a message on slack to dada art project channel saying drafted into facilitating the whole meeting	wyślij wiadomość na slackowym kanale dada art project o treści <a>co z opolem? też mamy niedaleko prószków<a>	0
8641	Slack	SendMessageToChannel	upload message working capital timebridge will be renamed dimension to financial analysis on slack	prześlij wiadomość na slackowym kanale working capital timebridge o nazwie dimension to financial analysis	0
8621	Slack	SendMessageToChannel	post a message gillette said the new name has not been decided to window to the world channel on slack	prześlij wiadomość na slackowym kanale gillette o nowej nazwie nie została zdefiniowana	0
8638	Slack	SendMessageToChannel	let slack channel baku know that colunbia river mental health service	daj znać na slackowym kanale baku że colunbia river służy usługie zdrowotnej	0
8606	Slack	SendMessageToChannel	send message for incumbent carriers the fund will invest between to finance on slack	wyślij wiadomość na slackowym kanale finanse	0
8624	Slack	SendMessageToChannel	post a message on slack to music saying harold morrow would serve as a third tailback	prześlij wiadomość na slackowym kanale o treści harold morrow	0
8613	Slack	SendMessageToChannel	message on proj office move on slack saying declare power alerts on several days last month	wiadomość na slackowym kanale proj przeniesienie biura o nazwie declare alerty o mocy w ciągu kilku dni w ostatnim miesiącu	0
12859	Twitter	SendMessageToUser	send a dm on twitter to natalief saying had alot of fun tonight	wyślij wiadomość na twitterze do natalief że miałem rozrywkę	0
12863	Twitter	SendMessageToUser	twitt computer and car broken not a fun day to jojoalexander	twitt z komputerem i samochodem złamali nieśmieszny dzień dla jojoalexander	0
12876	Twitter	SendMessageToUser	upload a dm on twitter to charmalee90 saying gah my body is so weak	na twitterze prześlij wiadomość do charmalee90 że moje ciało jest takie słabe	0
12860	Twitter	SendMessageToUser	send a dm on twitter to natty182 saying got home bou an hour ago estoy aburrido	wyślij wiadomość na twitterze do natty182 o treści czy mam niedaleko prószków	0
12874	Twitter	SendMessageToUser	compose a direct message on twitter to momloca saying i'm so tired i def need vacations	na twitterze stwórz prywatną wiadomość do momloca że jestem tak zmęczony że potrzebuję wakacji	0
12868	Twitter	SendMessageToUser	compose a message on twitter to nossonzand saying wishes people wud come on msn x	na twitterze stwórz wiadomość do nossonzand o życzeniu dla ludzi wud	0
12880	Twitter	SendMessageToUser	let archangeline know that about to go watch up at 12	pozwól archangeline'owi wiedzieć że zajmie się 12	0
12870	Twitter	SendMessageToUser	compose a dm on twitter to melissaweyn saying my phone is dying already	na twitterze stwórz prywatną wiadomość do melissaweyn że mój telefon już działa	0
12867	Twitter	SendMessageToUser	write a direct message on twitter to abuilai saying wish i was in la for the laker parade	napisz na twittera wiadomość do abuilai o życzeniu że byłem w la na laker parade	0
12873	Twitter	SendMessageToUser	compose a direct message on twitter to tshan063 saying i will follow back for who is following me thanks	na twitterze stwórz prywatną wiadomość do tshan063 że followuję tych którzy mnie śledzą dzięki	0
8680	Slack	SendPictureToChannel	post image on slack to chile	prześlij zdjęcie na kanał na slacku	0
8683	Slack	SendPictureToChannel	attach picture to banner ads 2 channel message	załącz zdjęcie z banner ads 2 channel message	0
8677	Slack	SendPictureToChannel	send picture to wealth management slack channel	wyślij zdjęcie na kanał slackowy wealth management	1
8673	Slack	SendPictureToChannel	create new post with picture on slack corporate finance	stwórz nowy post na slacku corporate finance	0
8674	Slack	SendPictureToChannel	create new post with a picture on slack athens	utwórz nowy post na slacku Athens	0
8672	Slack	SendPictureToChannel	create post with a picture on slack channel canada	utwórz wiadomość ze zdjęcie na kanał slackowy canada	0
8679	Slack	SendPictureToChannel	post photo on slack to contemporary art project	prześlij zdjęcie na kanał na slacku contemporary art project	1
8675	Slack	SendPictureToChannel	create new post with a picture on slack channel logo design	utwórz nowy post o zdjęciu na slackowym kanale logo design	0
8669	Slack	SendPictureToChannel	send a picture to slack on street art project channel	wyślij zdjęcie na kanał na slacku street art project	1
8678	Slack	SendPictureToChannel	send photo to slack channel sales lisbon	wyślij zdjęcie na kanał slackowy sales lisbon	1
8659	Slack	SendPictureToChannelWithCaption	post a picture to slack channel brussels with caption comments	prześlij zdjęcie na slackowy kanał brussels z podpisami komentarzy	0
8658	Slack	SendPictureToChannelWithCaption	post a picture on slack to sales belarus with caption encryption	prześlij zdjęcie na slackowy kanał sprzedażowy belarus z podpisem szyfrowanie	1
8657	Slack	SendPictureToChannelWithCaption	post a picture on slack to ottawa with caption socialist	prześlij zdjęcie na slackowy kanał ottawa z podpisem socialist	1
8651	Slack	SendPictureToChannelWithCaption	upload a picture on slack to website redesign with caption names	prześlij zdjęcie na kanał na slacku z podpisem imion	0
8653	Slack	SendPictureToChannelWithCaption	post a picture to slack channel spain with caption investigate	prześlij zdjęcie na kanał slackowy spain z podpisem śledztwo	1
8645	Slack	SendPictureToChannelWithCaption	send a picture on slack to sales cuba with caption brett	wyślij zdjęcie na slackowy kanał sales cuba z podpisem brett	1
8662	Slack	SendPictureToChannelWithCaption	submit a picture on slack to strategic planning and analysis with caption bobbi	prześlij zdjęcie na kanał na slacku z podpisem bobbi	0
8660	Slack	SendPictureToChannelWithCaption	post a picture to slack channel 3d modeling with caption calls	prześlij zdjęcie na kanał slackowy modeling 3d z podpisem rozmowy	0
8650	Slack	SendPictureToChannelWithCaption	upload a picture on slack to jamaica with caption threat	prześlij zdjęcie na kanał na slacku z podpisem zagrożenie	0
8665	Slack	SendPictureToChannelWithCaption	attach picture to game development with caption hebert	załącz zdjęcie z podpisem hebert	0
8690	Slack	SendPictureWithUrlToChannel	submit url cutt.ly/eqzfmL0 to romania slack channel	prześlij url cutt.ly/eqzfmL0 na kanał slackowy	0
8687	Slack	SendPictureWithUrlToChannel	upload picture shorturl.at/6L0RWEo to digital art project on slack	prześlij zdjęcie shorturl.at/6L0RWEo na slackowy projekt cyfrowy	1
8688	Slack	SendPictureWithUrlToChannel	create a post with url bit.ly/C4VaE3L to ankara on slack	utwórz zdjęcie z bit.ly/C4VaE3L na slacku	0
8691	Slack	SendPictureWithUrlToChannel	attach url to message on pay per click advertising channel	załącz adres <a>url<a> za pomocą kanału reklamowego	0
8689	Slack	SendPictureWithUrlToChannel	post url www.tinyurl.com/4F2rp31 to finance japan on slack	prześlij zdjęcie z www.tinyurl.com/4F2rp31 na slacku	0
8685	Slack	SendPictureWithUrlToChannel	send url bit.ly/5RTHNrw to sales lima on slack	wyślij zdjęcie z bit.ly/5RTHNrw na slacku	0
8684	Slack	SendPictureWithUrlToChannel	send link shorturl.at/1UPJJUw to sales london on slack	wyślij zdjęcie z shorturl.at/1UPJJUw na slacku	0
8686	Slack	SendPictureWithUrlToChannel	share link shorturl.at/yPfbD37 to expressionism art project on slack	udostępnij zdjęcie z shorturl.at/yPfbD37 na slacku	0
8697	Slack	SendSlackMessage	compose a message on slack	stwórz wiadomość na slacku	1
8695	Slack	SendSlackMessage	create messages on slack	utwórz wiadomość na slacku	1
8692	Slack	SendSlackMessage	send a message on slack	prześlij wiadomość na slacku	1
8696	Slack	SendSlackMessage	upload a message on slack	prześlij wiadomość na slacku	1
8694	Slack	SendSlackMessage	create a message on slack	utwórz wiadomość na slacku	1
8698	Slack	SendSlackMessage	send new dm on slack	prześlij wiadomość na slacku	1
8693	Slack	SendSlackMessage	write a message on slack	napisz wiadomość na slacku	1
12898	Twitter	SendTwitterMessage	compose a dm on twitter saying what a beautiful day	na twitterze stwórz prywatną wiadomość jaki jest piękny dzień	1
12915	Twitter	SendTwitterMessage	wit er must know that old man night teeth her	świadek musi wiedzieć, że starzy ludzie nocnych zębów jej	0
12908	Twitter	SendTwitterMessage	upload a direct message on twitter saying omg now it's leaving on a jet plane	prześlij wiadomość na twitterze o treści omg teraz on leci na samolocie	1
12883	Twitter	SendTwitterMessage	send a d diemant with er saying waiting on that chat link	wyślij wiadomość e-mailu i czekaj na ten link	0
12891	Twitter	SendTwitterMessage	write a dm on twitter saying on my way home justt dropped sherry off	napisz na twittera wiadomość o tym jak wróciłem do domu	0
12893	Twitter	SendTwitterMessage	write a direct message on twitter saying grrrthe dog barked all night longno sleep for me	na twitterze napisz prywatną wiadomość o tym że pies jest zablokowany przez całą noc i nie śpi dla mnie	0
12895	Twitter	SendTwitterMessage	compose a message on twitter saying busy busy worked all weekend	na twitterze stwórz wiadomość że jestem zajęty pracą przez cały weekend	1
12912	Twitter	SendTwitterMessage	share with others on twitter that wow can't believe i could get this bored	udostępnij to z innymi na twitterze że nie mogę uwierzyć że się znudzę	0
12896	Twitter	SendTwitterMessage	compose a dm on twitter saying a few more hours being impatient here	na twitterze stwórz prywatną wiadomość o tym że kilka godzin tam jest niecierpliwość	0
12900	Twitter	SendTwitterMessage	compose a direct message on twitter saying i lost my beard this morning	na twitterze stwórz prywatną wiadomość że straciłem niedźwiedź	0
10128	Translate	SetDefaultLanguage	set default language to japanease	ustaw język domyślny na japonezyjski	0
10131	Translate	SetDefaultLanguage	change default output language to esperanto	zmień język wyjścia domyślnego na esperanto	1
10129	Translate	SetDefaultLanguage	change output language to thai	zmień język wyjścia na tajski	1
10139	Translate	SetDefaultLanguage	remember default translation language to finnish	pamiętaj język tłumaczenia domyślnego na finlandzki	0
10127	Translate	SetDefaultLanguage	set te fault language to japanus	ustaw język te fault na japoński	0
10137	Translate	SetDefaultLanguage	save default output language to polish	zapisz język wyjścia domyślnego na polski	1
10136	Translate	SetDefaultLanguage	save default translation language to russian	zapisz język tłumaczenia domyślnego na rosyjski	1
10133	Translate	SetDefaultLanguage	switch default language to hawaiian	przełącz język domyślny na hawaiński	1
10140	Translate	SetDefaultLanguage	remember default output language to esperanto	zapamiętaj język wyjścia domyślnego do esperanto	0
10135	Translate	SetDefaultLanguage	save default language to japanease	zapisz język domyślny na japonezji	0
10100	Translate	SetDefaultLanguageToLanguage	save default input language to esperanto	zapisz domyślny język wejściowy na esperanto	1
10108	Translate	SetDefaultLanguageToLanguage	remember source language to thai	pamiętaj język pochodzenia na tajski	0
10117	Translate	SetDefaultLanguageToLanguage	i want to translate from turkish	chcę tłumaczyć z tureckiego	1
10103	Translate	SetDefaultLanguageToLanguage	save default input language to polish	zapisz domyślny język wejściowy na polski	1
