id	domain	intent	src	src_bio	src_xml	translated-tgt_xml	translated-tgt_plain_post	eval_text_translation	eval_slot_translation
10013	Spotify	SeekByTime	go 5 seconds ahead	o b-seek_time o o	go <a>5<a> seconds ahead	przejdź o <a>5<a> sekund w przód	przejdź o 5 sekund w przód	1	1
10008	Spotify	SeekByTime	seek 30 seconds ahead	o b-seek_time o o	seek <a>30<a> seconds ahead	ściągnij <a>30<a> sekund w przód	ściągnij 30 sekund w przód	0	1
10012	Spotify	SeekByTime	go 3 seconds ahead	o b-seek_time o o	go <a>3<a> seconds ahead	przejdź o <a>3<a> sekund w przód	przejdź o 3 sekund w przód	0	1
10010	Spotify	SeekByTime	skip ahead 5 seconds	o o b-seek_time o	skip ahead <a>5<a> seconds	pomiń do przodu <a>5<a> sekund	pomiń do przodu 5 sekund	0	1
10017	Spotify	SeekByTime	play 5 seconds later	o b-seek_time o o	play <a>5<a> seconds later	graj <a>5<a> sekund później	graj 5 sekund później	0	1
10007	Spotify	SeekByTime	seek 5 seconds ahead	o b-seek_time o o	seek <a>5<a> seconds ahead	ściągnij <a>5<a> sekund w przód	ściągnij 5 sekund w przód	0	1
10014	Spotify	SeekByTime	go thirty seconds ahead	o b-seek_time o o	go <a>thirty<a> seconds ahead	przejdź o <a>trzydzieści<a> sekund w przód	przejdź o trzydzieści sekund w przód	1	1
10016	Spotify	SeekByTime	play 3 seconds later	o b-seek_time o o	play <a>3<a> seconds later	graj <a>3<a> sekund później	graj 3 sekund później	1	1
6546	Email	SendEmail	send an email somewhere	o o o o	send an email somewhere	wyślij email	wyślij email	0	1
6558	Email	SendEmail	compose an email somewhere	o o o o	compose an email somewhere	stwórz email	stwórz email	0	1
6551	Email	SendEmail	send the email to somebody	o o o o o	send the email to somebody	wyślij email	wyślij email	0	1
6559	Email	SendEmail	create an email and send it to somebody	o o o o o o o o	create an email and send it to somebody	utwórz nowy email	utwórz nowy email	0	1
6563	Email	SendEmail	add new email and send it	o o o o o o	add new email and send it	dodaj nowy mail i wyślij go	dodaj nowy mail i wyślij go	1	1
6568	Email	SendEmail	start new email	o o o	start new email	zacznij nowy email	zacznij nowy email	1	1
6556	Email	SendEmail	write an email to somebody	o o o o o	write an email to somebody	napisz email	napisz email	0	1
6561	Email	SendEmail	add email and send it	o o o o o	add email and send it	dodaj email i wyślij go	dodaj email i wyślij go	1	1
6557	Email	SendEmail	compose an email to somebody	o o o o o	compose an email to somebody	stwórz email	stwórz email	0	1
6562	Email	SendEmail	add new email	o o o	add new email	dodaj nowy email	dodaj nowy email	1	1
6511	Email	SendEmailToAddress	add email to derek@earthlink.net	o o o b-to	add email to <a>derek@earthlink.net<a>	dodaj email do <a>derek@earthlink.net<a>	dodaj email do derek@earthlink.net	1	1
6488	Email	SendEmailToAddress	compose an email and send it to michael volmink	o o o o o o o b-to i-to	compose an email and send it to <a>michael volmink<a>	stwórz email do <a>michael volmink<a>	stwórz email do michael volmink	1	1
6532	Email	SendEmailToAddress	draft email to my contact jamie@lisc.net	o o o o o b-to	draft email to my contact <a>jamie@lisc.net<a>	napisz maila do mojego kontaktu <a>jamie@lisc.net<a>	napisz maila do mojego kontaktu jamie@lisc.net	1	1
6466	Email	SendEmailToAddress	create email and send it to hope.whitling@pgn.com	o o o o o o b-to	create email and send it to <a>hope.whitling@pgn.com<a>	stwórz email do <a>hope.whitling@pgn.com<a>	stwórz email do hope.whitling@pgn.com	1	1
6529	Email	SendEmailToAddress	draft email to roderick	o o o b-to	draft email to <a>roderick<a>	napisz maila do <a>rodericka<a>	napisz maila do rodericka	1	1
6431	Email	SendEmailToAddress	send an email to letisha@outlook.com	o o o o b-to	send an email to <a>letisha@outlook.com<a>	wyślij email do <a>letisha@outlook.com<a>	wyślij email do letisha@outlook.com	1	1
6542	Email	SendEmailToAddress	start new email to elton bergdorf	o o o o b-to i-to	start new email to <a>elton bergdorf<a>	zacznij nowy email do <a>elton bergdorf<a>	zacznij nowy email do elton bergdorf	1	1
6473	Email	SendEmailToAddress	write email and send it to gilbert	o o o o o o b-to	write email and send it to <a>gilbert<a>	napisz nowy email do <a>gilbert<a>	napisz nowy email do gilbert	1	1
6428	Email	SendEmailToAddress	send new email to mabel using my gmail	o o o o b-to o o o	send new email to <a>mabel<a> using my gmail	wyślij email do <a>mabel<a> na gmail	wyślij email do mabel na gmail	1	1
6451	Email	SendEmailToAddress	send the email to monk using my gmail	o o o o b-to o o o	send the email to <a>monk<a> using my gmail	wyślij email do <a>monk<a> na gmail	wyślij email do monk na gmail	1	1
6393	Email	SendEmailToAddressWithSubject	compose an email to jackquelin@proton.com with a title thanks again for you generosity	o o o o b-to o o o b-subject i-subject i-subject i-subject i-subject	compose an email to <b>jackquelin@proton.com<b> with a title <a>thanks again for you generosity<a>	stwórz email w temacie wpisując <a>to co im zostało dostarczone<a> do <b>jackquelin@proton.com<b>	stwórz email w temacie wpisując to co im zostało dostarczone do jackquelin@proton.com	0	0
6337	Email	SendEmailToAddressWithSubject	create an email to shawnee@houston.rr.com with a subject group and individual investors	o o o o b-to o o o b-subject i-subject i-subject i-subject	create an email to <b>shawnee@houston.rr.com<b> with a subject <a>group and individual investors<a>	stwórz email w temacie wpisując <a>fwd zwiastun hennadiy batrak<a> do <b>shawnee@houston.rr.com<b>	stwórz email w temacie wpisując fwd zwiastun hennadiy batrak do shawnee@houston.rr.com	0	0
6417	Email	SendEmailToAddressWithSubject	start this email thanks very much for your help to merline@gmail.com	o o o b-subject i-subject i-subject i-subject i-subject i-subject o b-to	start this email <a>thanks very much for your help<a> to <b>merline@gmail.com<b>	zacznij tego maila <b>dziękuję bardzo za twoją pomoc<b> do <a>merline@gmail.com<a>	zacznij tego maila dziękuję bardzo za twoją pomoc do merline@gmail.com	1	0
6383	Email	SendEmailToAddressWithSubject	write an email to hhsaxon@aol.com with a title marketer of power last year using my gmail	o o o o b-to o o o b-subject i-subject i-subject i-subject i-subject o o o	write an email to <b>hhsaxon@aol.com<b> with a title <a>marketer of power last year<a> using my gmail	pisz maila do <b>hhsaxon@aol.com<b> w temacie wpisując <a>mam nadzieję że wkrótce cię zobaczę<a>	pisz maila do hhsaxon@aol.com w temacie wpisując mam nadzieję że wkrótce cię zobaczę	0	0
6387	Email	SendEmailToAddressWithSubject	compose an email to snapp with a title is likely to change over time	o o o o b-to o o o b-subject i-subject i-subject i-subject i-subject i-subject	compose an email to <b>snapp<b> with a title <a>is likely to change over time<a>	stwórz email w temacie wpisując <a>to co im zostało dostarczone<a> do <b>snapp<b>	stwórz email w temacie wpisując to co im zostało dostarczone do snapp	0	0
6322	Email	SendEmailToAddressWithSubject	send any male to earnest temponetican with a subject and fun product development using my gain	o o o o o o o o o o o o o o o o	send any male to earnest temponetican with a subject and fun product development using my gain	wyślij każdego mężczyzny do earnest temponetican o temacie i rozwojcie produktu używając moich zysków	wyślij każdego mężczyzny do earnest temponetican o temacie i rozwojcie produktu używając moich zysków	0	0
6371	Email	SendEmailToAddressWithSubject	write an email to jana@hotmail.com with a title you would like to discuss	o o o o b-to o o o b-subject i-subject i-subject i-subject i-subject	write an email to <b>jana@hotmail.com<b> with a title <a>you would like to discuss<a>	pisz maila do <b>jana@hotmail.com<b> w temacie wpisując <a>mam nadzieję że wkrótce cię zobaczę<a>	pisz maila do jana@hotmail.com w temacie wpisując mam nadzieję że wkrótce cię zobaczę	0	0
6394	Email	SendEmailToAddressWithSubject	compose an email to rebeca@hotmail.com with a title company spokesman doug kline using my gmail	o o o o b-to o o o b-subject i-subject i-subject i-subject o o o	compose an email to <b>rebeca@hotmail.com<b> with a title <a>company spokesman doug kline<a> using my gmail	stwórz email w temacie wpisując <a>to co im zostało dostarczone<a> do <b>rebeca@hotmail.com<b>	stwórz email w temacie wpisując to co im zostało dostarczone do rebeca@hotmail.com	0	0
6364	Email	SendEmailToAddressWithSubject	create an email with a title over to the electricity firm and send it to cindy olson	o o o o o o b-subject i-subject i-subject i-subject i-subject o o o o b-to i-to	create an email with a title <a>over to the electricity firm<a> and send it to <b>cindy olson<b>	utwórz email w temacie wpisując <b>fwd restauracje w toronto i londynie<b> do <a>cindy olson<a>	utwórz email w temacie wpisując fwd restauracje w toronto i londynie do cindy olson	0	0
6343	Email	SendEmailToAddressWithSubject	create an email to ruth@socrates.berkeley.edu with a subject expressed willingness to help	o o o o b-to o o o b-subject i-subject i-subject i-subject	create an email to <b>ruth@socrates.berkeley.edu<b> with a subject <a>expressed willingness to help<a>	stwórz email w temacie wpisując <a>spojrzenie na kalifornię<a> do <b>ruth@socrates.berkeley.edu<b>	stwórz email w temacie wpisując spojrzenie na kalifornię do ruth@socrates.berkeley.edu	0	0
6210	Email	SendEmailToAddressWithSubjectAndWithMessage	write an email to jo@haas.berkeley.edu with a subject versus a balance sheet issue saying determined to move a bill	o o o o b-to o o o b-subject i-subject i-subject i-subject i-subject o b-message i-message i-message i-message i-message	write an email to <b>jo@haas.berkeley.edu<b> with a subject <a>versus a balance sheet issue<a> saying <c>determined to move a bill<c>	napisz do <c>jo@haas.berkeley.edu<c> o treści <b>jestem z pana dumna panie pośle<b> i z tematem <a>transakcje elektryczne prywatne<a>	napisz do jo@haas.berkeley.edu o treści jestem z pana dumna panie pośle i z tematem transakcje elektryczne prywatne	0	0
6123	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a subject the house judiciary committee and a message to fitel and both companies will work to develop and send it to gwendoline rastorfer	o o o o o o b-subject i-subject i-subject i-subject o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message o o o o b-to i-to	create an email with a subject <a>the house judiciary committee<a> and a message <c>to fitel and both companies will work to develop<c> and send it to <b>gwendoline rastorfer<b>	utwórz maila do <b>gwendoline rastorfer<b> o temacie <c>nowy list z poradami edisona<c> i z treścią <a>czy już ją przeglosowal? to ich pora<a>	utwórz maila do gwendoline rastorfer o temacie nowy list z poradami edisona i z treścią czy już ją przeglosowal? to ich pora	0	0
6117	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a title re: compressor fuel consumed in colorado saying given the green light the buyout will close in the fiscal fourth and send it to gurias using my gmail	o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o 	create an email with a title re: compressor fuel consumed in colorado saying given the green light the buyout will close in the fiscal fourth and send it to gurias using my gmail	utwórz maila do gurias o temacie <a>nowy list z poradami edisona<a> i z treścią <a>czy już ją przeglosowal? to ich pora<a>	utwórz maila do gurias o temacie nowy list z poradami edisona i z treścią czy już ją przeglosowal? to ich pora	0	0
6169	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email with a title re: reserve chairman alan greenspan and a message questions will consist of and send it to alida@gmail.com using my gmail	o o o o o o o o o o o o o o o o o o o o o o o o o o 	create an email with a title re: reserve chairman alan greenspan and a message questions will consist of and send it to alida@gmail.com using my gmail	utwórz maila do alida@gmail.com o temacie <a>nowy list z poradami edisona<a> i z treścią edisona<a>	utwórz maila do alida@gmail.com o temacie nowy list z poradami edisona i z treścią edisona	0	0
6288	Email	SendEmailToAddressWithSubjectAndWithMessage	email betteanne@outlook.com with subject thank you all for participating and a message at or below current levels	o b-to o o b-subject i-subject i-subject i-subject i-subject o o o b-message i-message i-message i-message i-message	email <b>betteanne@outlook.com<b> with subject <a>thank you all for participating<a> and a message <c>at or below current levels<c>	wyślij mail do <c>betteanne@outlook.com<c> o temacie <a>destylacyjny efemeryczność<a> i z treścią <b>to mialy byc gwozdzie po i beda do trumny<b>	wyślij mail do betteanne@outlook.com o temacie destylacyjny efemeryczność i z treścią to mialy byc gwozdzie po i beda do trumny	0	0
6271	Email	SendEmailToAddressWithSubjectAndWithMessage	email miranda duka with subject companies that are taken over saying issue at your convenience	o b-to i-to o o b-subject i-subject i-subject i-subject i-subject o b-message i-message i-message i-message	email <b>miranda duka<b> with subject <a>companies that are taken over<a> saying <c>issue at your convenience<c>	napisz do <c>miranda duka<c> o treści <b>jestem z pana dumna panie pośle<b> i z tematem <a>transakcje elektryczne prywatne<a>	napisz do miranda duka o treści jestem z pana dumna panie pośle i z tematem transakcje elektryczne prywatne	0	0
6079	Email	SendEmailToAddressWithSubjectAndWithMessage	create an email to reginald.sitzes@itu.com with a title fwd: find out at healthcare outlook saying the governor has accused city utilities of gouging the state	o o o o o o o o o o o o o o o o o o o o o o o o o 	create an email to reginald.sitzes@itu.com with a title fwd: find out at healthcare outlook saying the governor has accused city utilities of gouging the state	stwórz email do reginald.sitzes@itu.com o temacie <fwd<f> i z treścią że panstwo po juz wtedy byla?	stwórz email do reginald.sitzes@itu.com o temacie <fwd i z treścią że panstwo po juz wtedy byla?	0	0
6291	Email	SendEmailToAddressWithSubjectAndWithMessage	email morgana@elektro.com.br with title seen when the sky was the limit and message renewable generation sources	o b-to o o b-subject i-subject i-subject i-subject i-subject i-subject i-subject o o b-message i-message i-message	email <b>morgana@elektro.com.br<b> with title <a>seen when the sky was the limit<a> and message <c>renewable generation sources<c>	napisz do <c>morgana@elektro.com.br<c> o treści <b>co za fachowa literatura gratulacje marek<b> z tematem <a>fwd niedobór energii elektrycznej w sf<a>	napisz do morgana@elektro.com.br o treści co za fachowa literatura gratulacje marek z tematem fwd niedobór energii elektrycznej w sf	0	0
6254	Email	SendEmailToAddressWithSubjectAndWithMessage	compose an email to valentine@aol.com with a title organizer to build the park with message profiles will not be available using my gmail	o o o o b-to o o o b-subject i-subject i-subject i-subject i-subject o o b-message i-message i-message i-message i-message o o o	compose an email to <b>valentine@aol.com<b> with a title <a>organizer to build the park<a> with message <c>profiles will not be available<c> using my gmail	stwórz wiadomość mail <b>pani poseł tylko zacytowała tytuł artykułu<b> do <c>valentine@aol.com<c> o temacie <a>obiekt nieważny lub nie jest już ustawiony<a> i wyślij	stwórz wiadomość mail pani poseł tylko zacytowała tytuł artykułu do valentine@aol.com o temacie obiekt nieważny lub nie jest już ustawiony i wyślij	0	0
6182	Email	SendEmailToAddressWithSubjectAndWithMessage	write an email to abbie@gedaz.com with a title timekeeping entry deadline reminder saying initial public offering the company cited market	o o o o b-to o o o b-subject i-subject i-subject i-subject o b-message i-message i-message i-message i-message i-message i-message	write an email to <b>abbie@gedaz.com<b> with a title <a>timekeeping entry deadline reminder<a> saying <c>initial public offering the company cited market<c>	napisz do <c>abbie@gedaz.com<c> o treści <b>niestety ale nie mogę pojawić się w tym tygodniu<b> z tematem <a>propozycja stabilizacji kursu obrotu<a>	napisz do abbie@gedaz.com o treści niestety ale nie mogę pojawić się w tym tygodniu z tematem propozycja stabilizacji kursu obrotu	0	0
8616	Slack	SendMessageToChannel	post contact your hr representative to help it channel on slack	o b-message i-message i-message i-message o b-channel i-channel o o o	post <a>contact your hr representative<a> to <b>help it<b> channel on slack	napisz <b>prześlij mi proszę arkusz z wynikami<b> na slackowym kanale <a>contact your hr representative<a>	napisz prześlij mi proszę arkusz z wynikami na slackowym kanale contact your hr representative	0	0
8606	Slack	SendMessageToChannel	send message for incumbent carriers the fund will invest between to finance on slack	o o b-message i-message i-message i-message i-message i-message i-message i-message o b-channel o o	send message <a>for incumbent carriers the fund will invest between<a> to <b>finance<b> on slack	napisz <b>prześlij mi proszę arkusz z wynikami<b> na slackowym kanale <a>finance<a>	napisz prześlij mi proszę arkusz z wynikami na slackowym kanale finance	0	0
8630	Slack	SendMessageToChannel	send a message on slack to leveraged finance saying director of new media development for cox enterprises	o o o o o o b-channel i-channel o b-message i-message i-message i-message i-message i-message i-message i-message	send a message on slack to <b>leveraged finance<b> saying <a>director of new media development for cox enterprises<a>	wyślij wiadomość na slackowym kanale <b>leveraged finance<b> o treści <a>co z opolem? też mamy niedaleko prószków<a>	wyślij wiadomość na slackowym kanale leveraged finance o treści co z opolem? też mamy niedaleko prószków	0	0
8611	Slack	SendMessageToChannel	message on announce new features on slack saying no idea let me know if you hear something	o o b-channel i-channel i-channel o o o b-message i-message i-message i-message i-message i-message i-message i-message i-message	message on <b>announce new features<b> on slack saying <a>no idea let me know if you hear something<a>	napisz <b>announce new features<b> na slacku o treści <a>co się z tobą dzieje<a>	napisz announce new features na slacku o treści co się z tobą dzieje	0	0
8625	Slack	SendMessageToChannel	post a message on slack to happy place saying seventh circuit says jury must decide if neuropathy victim	o o o o o o b-channel i-channel o b-message i-message i-message i-message i-message i-message i-message i-message i-message	post a message on slack to <b>happy place<b> saying <a>seventh circuit says jury must decide if neuropathy victim<a>	napisz <b>prześlij mi proszę arkusz z wynikami<b> na slackowym kanale <a>happy place<a>	napisz prześlij mi proszę arkusz z wynikami na slackowym kanale happy place	0	0
8626	Slack	SendMessageToChannel	post to message on slack to social running channel saying how ar things	o o o o o o b-channel i-channel o o b-message i-message i-message	post to message on slack to <b>social running<b> channel saying <a>how ar things<a>	napisz <a>prześlij mi proszę arkusz z wynikami<a> na slackowym kanale <b>social running<b>	napisz prześlij mi proszę arkusz z wynikami na slackowym kanale social running	0	0
8639	Slack	SendMessageToChannel	let germany slack channel know that web site gradfindercom for an undisclosed amount	o b-channel o o o o b-message i-message i-message i-message i-message i-message i-message	let <b>germany<b> slack channel know that <a>web site gradfindercom for an undisclosed amount<a>	niech <b>niemiecki<b> kanał slacka wie że <a>strona internetowa gradfindercom<a> ma niepodległą kwotę	niech niemiecki kanał slacka wie że strona internetowa gradfindercom ma niepodległą kwotę	0	0
8617	Slack	SendMessageToChannel	post said it closed its series a round of funding with to you are awesome channel on slack	o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message o b-channel i-channel i-channel o o o	post <a>said it closed its series a round of funding with<a> to <b>you are awesome<b> channel on slack	prześlij wiadomość na slackowym kanale <b>you are awesome<b> o treści <a>kopacz nie dojechała do kłobucka?<a>	prześlij wiadomość na slackowym kanale you are awesome o treści kopacz nie dojechała do kłobucka?	0	0
8634	Slack	SendMessageToChannel	upload a message on slack to quantitative analysis channel saying o gtr group takes equity stake in swapitcom as part of deal	o o o o o o b-channel i-channel o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message	upload a message on slack to <b>quantitative analysis<b> channel saying <a>o gtr group takes equity stake in swapitcom as part of deal<a>	prześlij wiadomość na slackowym kanale <b>quantitative analysis<b> o treści <a>co z opolem? też mamy niedaleko prószków<a>	prześlij wiadomość na slackowym kanale quantitative analysis o treści co z opolem? też mamy niedaleko prószków	0	0
8620	Slack	SendMessageToChannel	post a message has not actually walked out of the project to pep talk on slack	o o o o o o o o o o o o o o o o 	post a message has not actually walked out of the project to pep talk on slack	prześlij wiadomość na slackowym kanale pep talk o której nie było wiadomości	prześlij wiadomość na slackowym kanale pep talk o której nie było wiadomości	0	0
12863	Twitter	SendMessageToUser	twitt computer and car broken not a fun day to jojoalexander	o b-message i-message i-message i-message i-message i-message i-message i-message o b-username	twitt <a>computer and car broken not a fun day<a> to <b>jojoalexander<b>	twitt <b>komputer i samochód zerwali nie śmieszny dzień<b> do <a>joalexander<a>	twitt komputer i samochód zerwali nie śmieszny dzień do joalexander	0	0
12874	Twitter	SendMessageToUser	compose a direct message on twitter to momloca saying i'm so tired i def need vacations	o o o o o o o b-username o b-message i-message i-message i-message i-message i-message i-message	compose a direct message on twitter to <b>momloca<b> saying <a>i'm so tired i def need vacations<a>	na twitterze stwórz prywatną wiadomość do <a>momloca<a> o treści <b>od 966 jako panstwo po juz wtedy byla?<b>	na twitterze stwórz prywatną wiadomość do momloca o treści od 966 jako panstwo po juz wtedy byla?	0	0
12868	Twitter	SendMessageToUser	compose a message on twitter to nossonzand saying wishes people wud come on msn x	o o o o o o b-username o b-message i-message i-message i-message i-message i-message i-message	compose a message on twitter to <b>nossonzand<b> saying <a>wishes people wud come on msn x<a>	na twitterze stwórz wiadomość do <a>nossonzand<a> o treści <b>od 966 jako panstwo po juz wtedy byla?<b>	na twitterze stwórz wiadomość do nossonzand o treści od 966 jako panstwo po juz wtedy byla?	0	0
12869	Twitter	SendMessageToUser	compose a dm on twitter to bnurmi saying tv remote is not working	o o o o o o b-username o b-message i-message i-message i-message i-message	compose a dm on twitter to <b>bnurmi<b> saying <a>tv remote is not working<a>	na twitterze stwórz prywatną wiadomość do <a>bnurmi<a> o treści <b>d podziękuję swetru<b>	na twitterze stwórz prywatną wiadomość do bnurmi o treści d podziękuję swetru	0	0
12864	Twitter	SendMessageToUser	write a message on twitter to thelateliz saying bob the kittie has ringworm	o o o o o o b-username o b-message i-message i-message i-message i-message	write a message on twitter to <b>thelateliz<b> saying <a>bob the kittie has ringworm<a>	napisz <b>wstyd mi za wpisy powyzej<b> do <a>thelateliz<a> na twitterze	napisz wstyd mi za wpisy powyzej do thelateliz na twitterze	0	0
12881	Twitter	SendMessageToUser	let annemariefod know that cellcast for me is really really bad about to turn it off	o b-username o o b-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message i-message	let <b>annemariefod<b> know that <a>cellcast for me is really really bad about to turn it off<a>	daj <a>annemariefod<a> znać że <b>cellcast dla mnie jest naprawdę zły w odniesieniu do jego wyłączenia<b>	daj annemariefod znać że cellcast dla mnie jest naprawdę zły w odniesieniu do jego wyłączenia	0	0
12865	Twitter	SendMessageToUser	write a dm on twitter to xxcatx04xx saying one espresso please	o o o o o o b-username o b-message i-message i-message	write a dm on twitter to <b>xxcatx04xx<b> saying <a>one espresso please<a>	napisz <b>wstyd mi za wpisy powyzej<b> do <a>xxcatx04xx<a> na twitterze	napisz wstyd mi za wpisy powyzej do xxcatx04xx na twitterze	0	0
12880	Twitter	SendMessageToUser	let archangeline know that about to go watch up at 12	o b-username o o b-message i-message i-message i-message i-message i-message i-message	let <b>archangeline<b> know that <a>about to go watch up at 12<a>	daj <a>archangeline<a> znać że <b>koniecznie idziemy oglądać o 12<b>	daj archangeline znać że koniecznie idziemy oglądać o 12	0	0
12871	Twitter	SendMessageToUser	compose a dm on twitter to liveforfame saying great day to leave my umbrella at home	o o o o o o b-username o b-message i-message i-message i-message i-message i-message i-message i-message	compose a dm on twitter to <b>liveforfame<b> saying <a>great day to leave my umbrella at home<a>	na twitterze stwórz prywatną wiadomość do <a>liveforfame<a> o treści <b>od 966 jako panstwo po juz wtedy byla?<b>	na twitterze stwórz prywatną wiadomość do liveforfame o treści od 966 jako panstwo po juz wtedy byla?	0	0
12870	Twitter	SendMessageToUser	compose a dm on twitter to melissaweyn saying my phone is dying already	o o o o o o b-username o b-message i-message i-message i-message i-message	compose a dm on twitter to <b>melissaweyn<b> saying <a>my phone is dying already<a>	na twitterze stwórz prywatną wiadomość do <a>melissaweyn<a> o treści <b>d podziękuję swetru<b>	na twitterze stwórz prywatną wiadomość do melissaweyn o treści d podziękuję swetru	0	0
8672	Slack	SendPictureToChannel	create post with a picture on slack channel canada	o o o o o o o o b-channel	create post with a picture on slack channel <a>canada<a>	utwórz wiadomość ze zdjęcie na kanał slackowy <a>canada<a>	utwórz wiadomość ze zdjęcie na kanał slackowy canada	0	1
8680	Slack	SendPictureToChannel	post image on slack to chile	o o o o o b-channel	post image on slack to <a>chile<a>	prześlij zdjęcie na kanał na slacku <a>chile<a>	prześlij zdjęcie na kanał na slacku chile	1	1
8679	Slack	SendPictureToChannel	post photo on slack to contemporary art project	o o o o o b-channel i-channel i-channel	post photo on slack to <a>contemporary art project<a>	prześlij zdjęcie na kanał na slacku <a>contemporary art project<a>	prześlij zdjęcie na kanał na slacku contemporary art project	1	1
8683	Slack	SendPictureToChannel	attach picture to banner ads 2 channel message	o o o b-channel i-channel i-channel o o	attach picture to <a>banner ads 2<a> channel message	załącz zdjęcie z wiadomości kanału <a>banner ads 2<a>	załącz zdjęcie z wiadomości kanału banner ads 2	0	1
8673	Slack	SendPictureToChannel	create new post with picture on slack corporate finance	o o o o o o o b-channel i-channel	create new post with picture on slack <a>corporate finance<a>	stwórz nowy post na slackowym kanale <a>corporate finance<a>	stwórz nowy post na slackowym kanale corporate finance	0	1
8681	Slack	SendPictureToChannel	post photo on slack channel ecommerce development	o o o o o b-channel i-channel	post photo on slack channel <a>ecommerce development<a>	prześlij zdjęcie na kanał slackowy <a>commerce development<a>	prześlij zdjęcie na kanał slackowy commerce development	1	1
8676	Slack	SendPictureToChannel	send picture to slack channel ecommerce development	o o o o o b-channel i-channel	send picture to slack channel <a>ecommerce development<a>	wyślij zdjęcie na kanał slackowy <a>commerce development<a>	wyślij zdjęcie na kanał slackowy commerce development	1	1
8669	Slack	SendPictureToChannel	send a picture to slack on street art project channel	o o o o o o b-channel i-channel i-channel o	send a picture to slack on <a>street art project<a> channel	wyślij zdjęcie na kanał na slacku <a>street art project<a>	wyślij zdjęcie na kanał na slacku street art project	1	1
8674	Slack	SendPictureToChannel	create new post with a picture on slack athens	o o o o o o o o b-channel	create new post with a picture on slack <a>athens<a>	stwórz nowy post z zdjęciem na slacku <a>athens<a>	stwórz nowy post z zdjęciem na slacku athens	1	1
8677	Slack	SendPictureToChannel	send picture to wealth management slack channel	o o o b-channel i-channel o o	send picture to <a>wealth management<a> slack channel	wyślij zdjęcie na kanał slackowy <a>wealth management<a>	wyślij zdjęcie na kanał slackowy wealth management	1	1
8651	Slack	SendPictureToChannelWithCaption	upload a picture on slack to website redesign with caption names	o o o o o o b-channel i-channel o o b-caption	upload a picture on slack to <b>website redesign<b> with caption <a>names<a>	prześlij zdjęcie na slackowy kanał <b>website redesign<b> z podpisem <a>names<a>	prześlij zdjęcie na slackowy kanał website redesign z podpisem names	1	1
8662	Slack	SendPictureToChannelWithCaption	submit a picture on slack to strategic planning and analysis with caption bobbi	o o o o o o b-channel i-channel i-channel i-channel o o b-caption	submit a picture on slack to <b>strategic planning and analysis<b> with caption <a>bobbi<a>	prześlij zdjęcie na slackowy kanał <b>strategic planning and analysis<b> z podpisem <a>bobbi<a>	prześlij zdjęcie na slackowy kanał strategic planning and analysis z podpisem bobbi	1	1
8668	Slack	SendPictureToChannelWithCaption	attach picture to finance cyprus with caption smaller	o o o b-channel i-channel o o b-caption	attach picture to <b>finance cyprus<b> with caption <a>smaller<a>	załącz zdjęcie z podpisem <a>smaller<a> do <b>finance cyprus<b>	załącz zdjęcie z podpisem smaller do finance cyprus	1	1
8655	Slack	SendPictureToChannelWithCaption	create a post on finance russia slack channel with a picture and caption echelon	o o o o b-channel i-channel o o o o o o o b-caption	create a post on <b>finance russia<b> slack channel with a picture and caption <a>echelon<a>	utwórz wiadomość ze zdjęcie na kanał <b>finance russia<b> z podpisem <a>bawta się!<a>	utwórz wiadomość ze zdjęcie na kanał finance russia z podpisem bawta się!	0	0
8658	Slack	SendPictureToChannelWithCaption	post a picture on slack to sales belarus with caption encryption	o o o o o o b-channel i-channel o o b-caption	post a picture on slack to <b>sales belarus<b> with caption <a>encryption<a>	prześlij zdjęcie na slackowy kanał <b>sales belarus<b> z opisem <a>szaleńcy<a>	prześlij zdjęcie na slackowy kanał sales belarus z opisem szaleńcy	0	0
8656	Slack	SendPictureToChannelWithCaption	create a post on equity research slack channel with a picture and caption affairs	o o o o b-channel i-channel o o o o o o o b-caption	create a post on <b>equity research<b> slack channel with a picture and caption <a>affairs<a>	utwórz wiadomość ze zdjęcie na slackowy kanał <b>equity research<b> z podpisem <a>affairs<a>	utwórz wiadomość ze zdjęcie na slackowy kanał equity research z podpisem affairs	1	1
8648	Slack	SendPictureToChannelWithCaption	share a picture on slack to finance sweden with caption create	o o o o o o b-channel i-channel o o b-caption	share a picture on slack to <b>finance sweden<b> with caption <a>create<a>	utwórz wiadomość ze zdjęcie na slackowy kanał <b>finance sweden<b> z podpisem <a>dobranoc<a>	utwórz wiadomość ze zdjęcie na slackowy kanał finance sweden z podpisem dobranoc	0	0
